id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-core-vir-s12-10,帮我做一个 Shakespeare's storytelling habits 的名人原则信息图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.070724,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-14,能不能把简·奥斯汀的写作原则做成人物人生经验图解？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.024311,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-18,乔布斯的专注与设计原则 做成 a portrait-led habits poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.078689,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-19,能不能把毕加索的艺术启示做成名人原则信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.019481,template-figure-principles-infographic,vir-s12,auto_accepted,core,,true,
vir-v2-core-vir-s12-24,简·奥斯汀的写作原则，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.017974,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s12-28,"Steve Jobs on focus and desgn — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.096037,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s12-29,毕加索的艺术启示，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],[],0.013072,template-figure-principles-infographic,vir-s12,needs_review,core,,true,
vir-v2-core-vir-s13-06,请制作一张标签打印机的卖点型新品视觉。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.014286,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-08,请制作一张空气净化器的生活方式产品广告。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.016071,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-09,Create a feature-led launch visual for electric kettle.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.087189,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-10,帮我做一个 smart cycling computer 的温馨产品海报，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.059649,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-16,能不能把标签打印机做成温馨产品海报？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.013746,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-18,空气净化器 做成 a feature-led launch visual，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.063683,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-19,能不能把电热水壶做成温馨产品海报？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.012027,template-product-poster,vir-s13,auto_accepted,core,,true,
vir-v2-core-vir-s13-22,陶瓷香薰蜡烛，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.010381,template-product-poster,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-26,Need label printer，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.04475,template-product-poster,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-28,"air puriier — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.081126,template-species-science,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-29,电热水壶，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.00692,template-product-poster,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s13-30,"smart cycing computer — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],[],0.088525,template-species-science,vir-s13,needs_review,core,,true,
vir-v2-core-vir-s14-03,请制作一张冰晶晚礼服的带注释的时装设计图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.018484,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-05,帮我做一个 butterfly-wing ball gown 的红毯礼服概念板，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.063177,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-06,请制作一张樱花红毯礼服的带注释的时装设计图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.020333,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-08,请制作一张月光银礼服的红毯礼服概念板。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.014787,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-13,冰晶晚礼服 做成 a couture gown design sheet，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.071556,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-16,能不能把樱花红毯礼服做成高定礼服设计稿？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.017762,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-18,月光银礼服 做成 an annotated fashion sketch，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.069892,template-fashion-inspired-gown-design-sheet,vir-s14,auto_accepted,core,,true,
vir-v2-core-vir-s14-22,兰花灵感 Met Gala 礼服，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.033989,template-fashion-inspired-gown-design-sheet,vir-s14,needs_review,core,,true,
vir-v2-core-vir-s14-23,"ice-crystal evening gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.099338,template-fashion-inspired-gown-design-sheet,vir-s14,needs_review,core,,true,
vir-v2-core-vir-s14-25,"butterfly-wing ball gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.100993,template-fashion-inspired-gown-design-sheet,vir-s14,needs_review,core,,true,
vir-v2-core-vir-s14-26,Need cherry-blossom red-carpet gown，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.066667,template-fashion-inspired-gown-design-sheet,vir-s14,needs_review,core,,true,
vir-v2-core-vir-s14-28,"moonight silver gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],[],0.090461,template-species-science,vir-s14,needs_review,core,,true,
vir-v2-core-vir-s15-05,帮我做一个 ENFJ and ISTP friendship 的双人格关系信息图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.077093,template-mbti-personality-compatibility-infographic,vir-s15,auto_accepted,core,,true,
vir-v2-core-vir-s15-06,请制作一张ISFJ 与 ESTP 恋爱互动的人格配对对比图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.047619,template-mbti-personality-compatibility-infographic,vir-s15,auto_accepted,core,,true,
vir-v2-core-vir-s15-10,帮我做一个 ESTJ and INFP communication 的MBTI 兼容性图表，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.090308,template-mbti-personality-compatibility-infographic,vir-s15,auto_accepted,core,,true,
vir-v2-core-vir-s15-16,能不能把ISFJ 与 ESTP 恋爱互动做成MBTI 兼容性图表？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.056156,template-mbti-personality-compatibility-infographic,vir-s15,auto_accepted,core,,true,
vir-v2-core-vir-s15-19,能不能把ENFP 与 INFJ 适配度做成MBTI 兼容性图表？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.053996,template-mbti-personality-compatibility-infographic,vir-s15,auto_accepted,core,,true,
vir-v2-core-vir-s15-22,INTJ 与 ENFP 关系，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.037118,template-mbti-personality-compatibility-infographic,vir-s15,needs_review,core,,true,
vir-v2-core-vir-s15-25,"ENFJ and ISTP friendship — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.081433,template-species-science,vir-s15,needs_review,core,,true,
vir-v2-core-vir-s15-26,Need ISFJ and ESTP dating dynamics，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.083156,template-mbti-personality-compatibility-infographic,vir-s15,needs_review,core,,true,
vir-v2-core-vir-s15-29,ENFP 与 INFJ 适配度，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.039301,template-mbti-personality-compatibility-infographic,vir-s15,needs_review,core,,true,
vir-v2-core-vir-s15-30,"ESTJ and INFP communcation — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],[],0.083744,template-species-science,vir-s15,needs_review,core,,true,
vir-v2-core-vir-s01-01,请制作一张英西水果词汇的双语词汇海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.014545,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-03,请制作一张英日天气词汇的课堂词汇九宫格。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.016364,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-08,请制作一张英韩甜点词汇的插画单词卡组。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.014545,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-10,帮我做一个 English-Chinese musical instruments 的双语词汇海报，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.087657,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-11,能不能把英西水果词汇做成插画单词卡组？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.015734,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-13,英日天气词汇 做成 a bilingual vocabulary poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.077739,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-18,英韩甜点词汇 做成 a classroom vocabulary grid，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.074205,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-19,能不能把英日交通工具词汇做成双语词汇海报？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.019231,template-vocabulary,vir-s01,auto_accepted,core,,true,
vir-v2-core-vir-s01-21,Need English-Spanish fruits，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.061189,template-vocabulary,vir-s01,needs_review,core,,true,
vir-v2-core-vir-s01-29,英日交通工具词汇，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""language vocabulary on a chosen topic"",""information_type"":""bilingual vocabulary learning"",""style_layout"":""illustrated card grid or visual guide""}",single,"[""template-vocabulary""]",[],[],0.014085,template-vocabulary,vir-s01,needs_review,core,,true,
vir-v2-core-vir-s02-01,请制作一张初学者常见英语同音词的英语易混词信息图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.025862,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-05,帮我做一个 tricky homophones for grade five 的同音词课堂海报，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.072269,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-08,请制作一张高频英语易混词对的同音词课堂海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.018933,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-10,帮我做一个 ESL sound-alike word review 的英语易混词信息图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.06734,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-11,能不能把初学者常见英语同音词做成同音词课堂海报？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.021595,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-18,高频英语易混词对 做成 a boxed confusing-words guide，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.095238,template-english-grammar-wordlist-infographic,vir-s02,auto_accepted,core,,true,
vir-v2-core-vir-s02-21,Need common homophones for beginners，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.076285,template-english-grammar-wordlist-infographic,vir-s02,needs_review,core,,true,
vir-v2-core-vir-s02-27,20 组课堂英语同音异义词，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.023372,template-english-grammar-wordlist-infographic,vir-s02,needs_review,core,,true,
vir-v2-core-vir-s02-28,"frequntly confused English pairs — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],"[{""template_id"":""template-vocabulary"",""score"":0.105691,""rank"":1},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.098918,""rank"":2},{""template_id"":""template-species-science"",""score"":0.090762,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.0784,""rank"":4},{""template_id"":""template-figure-principles-infographic"",""score"":0.069424,""rank"":5}]",0.105691,template-vocabulary,vir-s02,needs_review,core,,false,
vir-v2-core-vir-s02-30,"ESL sound-alike word revew — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""English confusing word relationships"",""information_type"":""definition and distinction"",""style_layout"":""boxed educational word-list infographic""}",single,"[""template-english-grammar-wordlist-infographic""]",[],[],0.091049,template-english-grammar-wordlist-infographic,vir-s02,needs_review,core,,true,
vir-v2-core-vir-s03-01,请制作一张侘寂日式客厅的室内设计情绪板。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.015544,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-05,帮我做一个 coastal bathroom 的空间配色材质板，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.04223,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
vir-v2-core-vir-s03-06,请制作一张工业风餐吧的家居软装灵感板。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""interior space design"",""information_type"":""style and material inspiration"",""style_layout"":""interior mood board""}",single,"[""template-interior-design-mood-board-generator""]",[],[],0.013817,template-interior-design-mood-board-generator,vir-s03,auto_accepted,core,,true,
