id,query,language,difficulty,partition,challenge_type,source_seed_id,semantic_cluster_id,transformation_types,ontology,target_mode,targets,acceptable_target_sets,validation_status,deterministic_issues,catalog_collision,reviewer_decision,reviewer_notes
vir-v2-core-vir-s11-22,玳瑁，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s11,vir-v2-vir-s11-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-23,"golden camellia — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s11,vir-v2-vir-s11-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-24,丹顶鹤，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s11,vir-v2-vir-s11-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-25,"dove tree — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s11,vir-v2-vir-s11-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,"[""near duplicate outside cluster: vir-v2-core-vir-s11-28""]",,,
vir-v2-core-vir-s11-26,Need snow leopard，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s11,vir-v2-vir-s11-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-27,中华穿山甲，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s11,vir-v2-vir-s11-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-28,"tree fern — make the subect, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s11,vir-v2-vir-s11-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,"[""near duplicate outside cluster: vir-v2-core-vir-s11-25""]",,,
vir-v2-core-vir-s11-29,绿孔雀，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s11,vir-v2-vir-s11-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s11-30,"Paphioedilum orchid — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s11,vir-v2-vir-s11-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-core-vir-s12-21,Need Albert Einstein's life principles，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s12,vir-v2-vir-s12-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-22,居里夫人的工作习惯，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s12,vir-v2-vir-s12-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-23,"Leonardo da Vinci's creative lessons — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s12,vir-v2-vir-s12-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-24,简·奥斯汀的写作原则，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s12,vir-v2-vir-s12-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-25,"Sun Tzu's strategic lessons — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s12,vir-v2-vir-s12-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-26,Need Mozart's creative routine，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s12,vir-v2-vir-s12-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-27,亚里士多德的核心思想，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s12,vir-v2-vir-s12-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-28,"Steve Jobs on focus and desgn — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s12,vir-v2-vir-s12-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-29,毕加索的艺术启示，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s12,vir-v2-vir-s12-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s12-30,"Shakepeare's storytelling habits — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s12,vir-v2-vir-s12-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""single famous or historical person"",""information_type"":""life principles, habits, and lessons"",""style_layout"":""portrait-led educational principles infographic""}",single,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s13-21,Need aroma diffuser，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s13,vir-v2-vir-s13-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-22,陶瓷香薰蜡烛，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s13,vir-v2-vir-s13-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-23,"compact coffee maker — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s13,vir-v2-vir-s13-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-24,暖光台灯，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s13,vir-v2-vir-s13-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-25,"portable blender — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s13,vir-v2-vir-s13-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-26,Need label printer，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s13,vir-v2-vir-s13-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-27,蓝牙音箱，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s13,vir-v2-vir-s13-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-28,"air puriier — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s13,vir-v2-vir-s13-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-29,电热水壶，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s13,vir-v2-vir-s13-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s13-30,"smart cycing computer — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s13,vir-v2-vir-s13-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""small home or lifestyle product"",""information_type"":""promotion and feature highlighting"",""style_layout"":""warm single-product advertising poster""}",single,"[""template-product-poster""]",[],needs_review,[],,,
vir-v2-core-vir-s14-21,Need ocean-wave inspired gown，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s14,vir-v2-vir-s14-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-22,兰花灵感 Met Gala 礼服，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s14,vir-v2-vir-s14-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-23,"ice-crystal evening gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s14,vir-v2-vir-s14-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-24,凤凰高定造型，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s14,vir-v2-vir-s14-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-25,"butterfly-wing ball gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s14,vir-v2-vir-s14-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-26,Need cherry-blossom red-carpet gown，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s14,vir-v2-vir-s14-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-27,沙丘灵感高定礼服，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s14,vir-v2-vir-s14-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-28,"moonight silver gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s14,vir-v2-vir-s14-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-29,莲花灵感礼服，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s14,vir-v2-vir-s14-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s14-30,"volcnic-lava statement gown — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s14,vir-v2-vir-s14-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""couture gown inspired by a theme"",""information_type"":""fashion concept development and annotation"",""style_layout"":""gown design sheet with technical sketch""}",single,"[""template-fashion-inspired-gown-design-sheet""]",[],needs_review,[],,,
vir-v2-core-vir-s15-21,Need INFJ and ENTP dating，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s15,vir-v2-vir-s15-cluster-01,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-22,INTJ 与 ENFP 关系，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s15,vir-v2-vir-s15-cluster-02,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-23,"ISTP and ESFJ compatibility — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s15,vir-v2-vir-s15-cluster-03,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-24,INFP 与 ENTJ 情侣相处，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s15,vir-v2-vir-s15-cluster-04,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-25,"ENFJ and ISTP friendship — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s15,vir-v2-vir-s15-cluster-05,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-26,Need ISFJ and ESTP dating dynamics，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,core,,vir-s15,vir-v2-vir-s15-cluster-06,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-27,ENTP 与 INTJ 长期配对，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s15,vir-v2-vir-s15-cluster-07,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-28,"ESFP and ISTJ relatinship — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s15,vir-v2-vir-s15-cluster-08,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-29,ENFP 与 INFJ 适配度，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,core,,vir-s15,vir-v2-vir-s15-cluster-09,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-core-vir-s15-30,"ESTJ and INFP communcation — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,core,,vir-s15,vir-v2-vir-s15-cluster-10,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""pair of MBTI personality types"",""information_type"":""relationship compatibility comparison"",""style_layout"":""cute dual-character comparison infographic""}",single,"[""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-gap-001,请帮我做只用文字生成官方护照证件照。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-01,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-001"",""query"":""请帮我做只用文字生成官方护照证件照。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-002,请帮我做符合生物识别尺寸的签证头像。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-02,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-002"",""query"":""请帮我做符合生物识别尺寸的签证头像。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-003,请帮我做软件工程师单页简历。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-03,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""resume document"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-003"",""query"":""请帮我做软件工程师单页简历。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-004,请帮我做手机银行 App 线框图。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-04,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-004"",""query"":""请帮我做手机银行 App 线框图。"",""top_competing_templates"":[{""template_id"":""template-fashion-shape-guide-infographic"",""similarity"":0.006},{""template_id"":""template-product-poster"",""similarity"":0.0054},{""template_id"":""template-educational-career-field-infographic"",""similarity"":0.0052}],""warning"":false}",,
vir-v2-gap-005,请帮我做实时数据看板 UI 原型。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-05,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-005"",""query"":""请帮我做实时数据看板 UI 原型。"",""top_competing_templates"":[{""template_id"":""template-cartoon-character-profile-card-kawaii-style"",""similarity"":0.0085},{""template_id"":""template-chinese-character-learning-poster"",""similarity"":0.0032},{""template_id"":""template-chinese-idiom-learning-card"",""similarity"":0.003}],""warning"":false}",,
vir-v2-gap-006,请帮我做带桌号分配的婚宴座位表。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-06,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""event stationery"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-006"",""query"":""请帮我做带桌号分配的婚宴座位表。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-007,请帮我做带可扫描二维码的演唱会门票。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-07,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""functional ticket"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-007"",""query"":""请帮我做带可扫描二维码的演唱会门票。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-008,请帮我做植物细线纹身转印稿。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-08,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""tattoo design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-008"",""query"":""请帮我做植物细线纹身转印稿。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
vir-v2-gap-009,请帮我做带精确尺寸的公寓平面图。,zh,low,content_gap,,vir-s16,vir-v2-gap-cluster-09,"[""explicit_artifact"",""different_example"",""unsupported_visual_request"",""clean""]","{""subject_event"":""architectural drawing"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-009"",""query"":""请帮我做带精确尺寸的公寓平面图。"",""top_competing_templates"":[{""template_id"":""template-herbal"",""similarity"":0},{""template_id"":""template-evolution"",""similarity"":0},{""template_id"":""template-travel"",""similarity"":0}],""warning"":false}",,
